RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024
3101,0,Los Angeles County,county,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",6,37,581889.4408,591322.0923,598498.8549,603509.9264,608724.2869,615734.3802,624762.8822,633540.6058,639746.4174,643157.6676,640937.543,634385.1827,625888.5965,619743.8044,616103.2246,614047.3165,615146.3545,619804.6924,627059.3057,634373.1518,640975.8916,647095.7997,650531.3759,651759.4769,651708.768,651793.9722,650154.9695,646869.9914,647037.6448,653023.8853,665036.2278,678757.7722,693549.8904,707559.1995,716247.1996,721178.7011,723158.4997,729165.4767,738154.9195,749469.4713,761571.8109,771028.0235,778706.7993,784937.1249,792151.9428,800381.2601,809743.408,820502.1519,832503.8787,843381.1129,852334.938,857599.6184,860336.9995,858692.6315,854574.2119,849678.9214,846269.0205,843457.4632,835058.4351,823394.6559,812289.6922,808369.5883,810618.9477,817021.0047,827595.7847,840721.2916,853907.8791,864642.1344,872705.3562,877704.339,876669.2192,871793.6063
139,1,Cook County,county,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",17,31,224323.0815,225997.3935,227105.7594,226891.7739,226431.8944,225953.4455,225814.629,225834.4169,225898.0087,226216.1688,226748.9884,227753.2103,228666.5211,229397.0598,229483.5788,229532.8402,229233.5162,228938.3881,228197.7048,227912.6161,227941.919,228505.6735,229733.1549,231450.4674,233474.4174,234675.7578,234876.9281,234173.8614,233317.5367,233260.9851,234550.1171,236809.177,239564.2971,242344.2089,245225.6044,248662.9557,252333.7797,255704.252,258318.5987,260517.6281,262261.9352,263195.055,262993.901,262668.5407,262850.5669,263978.4087,266255.7558,269907.3348,274594.8014,279048.9108,281528.1177,282673.7191,282212.7135,280961.9673,278833.5688,277035.9405,276153.6423,275743.9614,275036.645,274672.7695,274990.0848,276412.8083,277914.7338,279600.8062,281472.369,283730.6641,285618.3639,287032.6955,287914.5863,288358.3285,288585.4576,289505.4896
1090,2,Harris County,county,TX,TX,"Houston-The Woodlands-Sugar Land, TX",48,201,187498.4656,188305.0571,189255.319,190112.3463,191072.8143,191912.7042,192759.0368,193513.3354,194345.2451,195231.9465,196156.017,197105.4702,197964.7984,198579.7499,199002.4401,199307.8237,199583.5561,199913.6071,200338.1963,200976.722,201854.411,202818.1748,203762.7327,204552.4708,205276.0476,205758.3351,205815.8354,205844.0854,206226.1857,207254.1894,208824.5793,210858.6178,213431.2345,216007.4955,218616.5632,221153.4574,224020.7051,227098.0435,230661.6678,234551.7168,237922.1422,240298.334,241848.8774,243765.1051,246413.7701,249552.9168,253888.5711,259031.7476,265019.7233,270607.5098,275607.6862,279857.5005,282830.791,284238.6266,284413.9133,284102.7524,283670.6698,282651.5336,281088.1788,279485.6556,278331.6404,277761.6072,277784.3263,278443.8618,279228.7564,280041.6248,280378.3564,280422.5664,280172.0929,279881.457,279992.3297,280453.605
2402,3,Maricopa County,county,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",4,13,266758.4579,268294.7886,269956.7286,271680.7369,273779.9256,275709.0514,277569.0951,279056.6955,280368.8178,281475.7891,282767.6561,284283.4986,285691.3769,286837.1811,287664.1163,288558.0875,289387.9842,290529.0178,292011.4907,293881.4279,296094.8181,298374.7992,301258.3238,304556.383,308390.5081,311839.7483,314192.8893,315688.0883,317266.0653,320072.3138,324606.8672,330043.0165,335975.2485,341730.1858,347446.2555,353537.5967,360813.8794,369331.814,379527.8089,390675.4097,401677.0359,411330.9723,419422.1317,426664.4465,433559.1233,440015.3138,446986.7953,455025.3287,465021.5144,476051.635,486911.283,495757.4344,500027.27,498535.8738,492092.4408,484148.604,475667.2482,467364.4816,459397.4398,453338.1019,450069.3161,449045.1505,449808.8977,451751.4326,454484.468,457444.9527,459943.8206,462128.9662,463913.866,464872.9864,465236.4354,465774.3792
2841,4,San Diego County,county,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",6,73,584782.8738,586593.6526,588882.4519,590686.5302,592317.2221,593663.1042,594921.6096,596206.512,596844.0504,596636.6504,596187.0668,595975.0455,596953.1143,598300.7838,599053.9427,599567.0755,599575.042,600312.9917,600764.4667,601914.2127,604049.9477,607303.0278,611097.7393,615340.7404,619985.0287,624759.7525,627168.3411,627432.961,627247.9191,629779.1012,636313.1595,645451.5439,657044.9563,669058.4532,680730.6136,691748.9242,703354.458,717041.5833,732920.9148,749054.4457,762083.4013,769207.8519,771909.2411,774287.1238,779527.4443,787897.7905,803152.3121,825194.8972,852919.2449,878203.8386,896790.447,906977.4159,907305.1613,899150.5042,885777.4965,873755.8586,864625.2626,857882.7799,850646.6487,845447.0978,843623.9889,846793.9111,853585.3135,863095.5921,874521.2955,886475.3511,898027.4937,907502.8249,914022.212,917459.8108,919765.5468,924374.1406
1286,5,Orange County,county,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",6,59,717328.9233,714509.5962,713337.1962,713383.564,713410.4936,715404.2065,718925.9948,724721.1148,728976.9967,731083.064,728129.2822,721989.0769,715696.9093,713510.4884,713634.7579,714284.6738,714598.7545,716674.7811,720911.2489,726487.6018,731656.5594,735964.7166,738591.0421,740517.9451,742776.3515,745652.5831,746396.1316,744775.7522,743703.465,747170.8788,756118.9547,768322.7705,782646.3594,796521.8863,807397.0893,815234.5957,821298.0806,830567.1779,842520.3363,856722.612,868252.6671,876796.0886,882710.6578,891253.0482,902928.3916,917959.5205,937294.3605,961254.9411,988598.358,1013798.288,1032684.913,1042944.207,1042932.664,1036703.114,1027659.706,1022066.195,1017911.118,1014312.457,1005878.103,996195.3575,989419.5887,991278.396,999691.4232,1011766.499,1025748.217,1041966.794,1058697.797,1073259.586,1084369.126,1091769.06,1095424.924,1097697.581
581,6,Kings County,county,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",36,47,709420.9734,715345.17,721589.3237,726211.7887,730992.0125,736269.2104,743023.0624,747468.1241,750038.0224,750435.1498,751751.3741,754414.6995,756488.8748,758010.169,759151.932,762223.2529,766324.6678,768292.5279,767260.5024,764591.2393,765529.7534,767845.0004,770698.5875,770389.664,770022.6043,769757.7143,770223.1771,770039.2973,768979.8636,767387.2803,767980.9952,769494.6227,772216.7692,774850.7193,776732.249,780198.3202,784938.789,790112.0268,795526.5153,798465.7198,801850.2903,803572.5763,805314.8829,809332.9394,815223.9481,820655.7854,824389.1561,828110.0236,834808.1292,840730.0184,845467.3874,849824.832,851697.2366,850151.7309,843077.4612,837514.6771,832713.1482,828446.8909,821361.6035,812806.6844,805424.6777,804719.8238,809149.6065,815511.6962,819476.061,820533.9805,819576.5278,816467.8829,813269.9639,811967.9295,813321.5808,815807.7984
2964,7,Miami-Dade County,county,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",12,86,289645.9852,291078.7265,292674.3851,294131.4812,295703.176,297022.4503,298291.1352,299465.9327,300864.3162,302338.3177,303419.677,304598.1937,305429.0348,306101.4711,306056.4446,306006.8814,306199.9848,306682.6313,307380.6215,308396.7792,310019.1305,312062.8446,314610.6863,317157.5455,319554.4188,321047.0346,321305.575,320966.0139,320868.2764,322083.1414,324454.0669,327638.3244,331509.1322,335568.3116,339656.4965,343721.8393,347958.9035,352396.7848,357558.2045,363466.0676,369201.3101,373872.5667,377392.882,380859.4622,385185.2989,390360.2268,398166.5116,407870.0412,419560.7671,430934.31,441105.004,450067.7611,457118.2546,462054.1757,464611.8942,466269.8947,467696.7869,469403.2323,470315.2975,471068.9387,472317.8119,474866.279,478186.1167,482422.5393,486761.6159,491294.9912,495085.4968,498703.8029,502343.1767,505545.7018,508499.5922,510984.5137
978,8,Dallas County,county,TX,TX,"Dallas-Fort Worth-Arlington, TX",48,113,195472.9383,197536.6498,199616.5175,200999.1959,202314.983,203287.2571,204268.8505,204885.5993,205595.2308,206535.7493,207724.2813,208871.9222,209833.8436,210442.9285,210775.2574,210987.1949,211141.4674,211422.3911,211762.3033,212435.4356,213399.3084,214748.5452,216554.6592,218359.6873,219951.1611,220614.8073,220453.2153,220015.6149,220156.0519,221283.1516,223345.565,225936.7561,229123.4115,232402.8722,236117.2848,240117.9969,244346.7372,248444.038,252537.5621,256676.6937,259884.2721,261773.9589,262802.1074,264399.0722,267081.8136,270614.6209,276498.7884,284143.4072,292864.4172,301005.9317,307912.3835,313658.4347,317026.4694,318032.425,317381.3489,316389.6714,315335.4932,313900.4526,311989.746,310358.0182,309659.8477,309522.0521,309964.8054,310533.7591,311337.7451,312298.2156,312949.8168,313471.9637,313529.5889,313427.1244,313622.7757,314436.5436
2832,9,Riverside County,county,CA,CA,"Riverside-San Bernardino-Ontario, CA",6,65,367487.4686,369110.6972,370869.2592,372617.0419,374504.6112,376426.1536,378044.2641,379746.8877,380796.0071,381615.9908,382000.6134,382863.3031,383831.5784,384522.9139,384318.6452,384153.9807,384368.3981,385206.9109,386447.0137,387944.2647,390064.0631,392047.8649,394196.4414,396091.4406,398266.4766,399777.331,400351.1334,400236.3234,401105.3606,403812.337,408855.6412,415343.5682,423173.6113,431395.8117,439210.9776,446816.4254,454814.329,464120.1711,474706.8401,485685.1793,496310.8784,505487.5924,512743.6623,518827.0945,524784.7712,531581.2219,540102.119,550333.8409,562591.346,575048.9477,586122.6873,594047.3088,597391.2725,596003.0374,591188.0145,586214.2482,581640.2846,577593.557,572369.0912,567563.4529,564451.0417,563974.8761,565754.9637,568814.4141,572742.3355,576921.2428,580752.1783,584073.9851,586657.201,588957.3195,590863.4757,592930.9808
1347,10,Queens County,county,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",36,81,625954.8012,629342.3904,632420.1035,634808.0652,638404.2722,642471.9761,647135.6867,649919.1522,651161.7804,650227.79,650111.5232,651316.0936,654032.9638,657106.2611,658812.9055,660356.2622,660894.2776,661567.2599,661106.148,661464.143,663912.1548,666875.4685,669675.7504,670916.3738,672295.39,673341.7515,674673.1074,675415.9252,675459.6646,674333.1053,673726.8092,673271.5974,673738.8684,675158.0038,677365.0021,681122.2789,685905.7214,690280.1817,694757.1531,696442.5885,698288.4712,698583.6434,700115.5164,703582.5311,708235.3945,712343.7847,715164.9209,717683.946,721614.8537,725196.0947,728819.4171,733191.1102,735351.3283,734299.7651,728392.6646,723080.9454,719218.7324,716674.7936,712996.4293,707642.7576,702575.634,698389.5669,694627.5635,690672.9003,687329.6373,684121.7435,680968.0757,678225.4626,676294.3904,675482.5355,675606.4258,677686.2124
207,11,King County,county,WA,WA,"Seattle-Tacoma-Bellevue, WA",53,33,606188.9677,614952.5464,622800.5402,626870.0377,630018.3849,630511.2088,629582.0508,626446.7254,622946.4273,619590.7663,615986.9322,613219.2326,612186.2389,612148.6998,612001.9916,611551.9099,610423.9128,609600.9895,609034.2136,610123.1426,612190.775,615137.8471,618160.6111,622387.0661,627978.7728,634303.3506,638044.3653,639395.3193,640539.3742,644820.152,652970.189,662941.2946,673854.5398,683447.8992,692033.8366,700695.6933,711617.4625,725604.9652,740682.4436,754275.5756,763601.557,767915.9432,769241.8285,771078.8234,775948.621,784961.2955,801466.9659,824704.4921,853123.9599,878964.3069,896800.1191,902275.3889,893836.1818,876169.2009,855794.9669,841441.9159,833335.0474,828416.7688,821130.8244,813403.8402,805949.7761,802266.2705,801656.3837,804408.6979,808997.2588,814711.9766,819980.9445,824216.7062,826686.7558,828018.8482,828703.517,831107.704
445,12,Clark County,county,NV,NV,"Las Vegas-Henderson-Paradise, NV",32,3,257458.1773,260171.211,263145.1158,266313.3565,270004.6438,273727.2159,277118.3024,279886.901,282094.4478,283715.5395,284957.5039,286219.1159,287420.2172,288438.7774,288715.5761,288976.1651,289115.6929,289464.8124,289571.1377,289727.4989,290100.0681,290773.6183,292112.9806,293572.8796,295218.8476,296434.3551,296825.9027,296722.1025,296706.6107,297671.5074,299423.4942,301731.6253,304797.8527,308310.5474,311882.4779,315528.9856,319863.7095,325090.7441,331705.4805,339573.1673,347947.5477,355545.55,361798.6059,367378.0481,373170.3946,378798.122,385638.8573,393822.3071,404066.9225,414810.594,424809.2403,432989.9739,437558.4017,437785.5204,433771.0548,427986.2242,421288.5577,414917.957,408696.1062,403581.286,399813.289,397633.8818,396711.2028,397175.9671,398638.0538,401115.4037,403518.0652,405733.7677,407780.1932,409830.6942,411628.3441,413484.1638
3250,13,San Bernardino County,county,CA,CA,"Riverside-San Bernardino-Ontario, CA",6,71,334807.0007,334355.0957,334534.9961,335182.3151,336238.4815,337684.4298,339927.4853,343188.3038,346277.8357,348993.606,350089.9459,350336.794,349891.8136,349552.4162,348900.1683,348034.174,347391.7681,347536.9506,348934.2327,351821.0642,355886.243,360161.9709,363023.5939,364461.7388,364910.1301,365506.7958,365608.8292,365345.7542,365386.042,367270.8959,371911.8779,378921.8485,387763.11,397064.3601,404738.2398,411291.2444,416944.4978,423856.0314,431994.1884,440567.6954,448238.0132,454131.2732,459406.625,465280.2507,472291.9675,479820.6181,487983.4235,496488.4706,505509.2312,513988.0351,520927.134,525706.0144,527403.8054,526063.0944,523050.009,521088.2399,520141.45,519296.0123,515794.3191,511399.9172,507229.8516,505544.4811,506005.6195,508159.6314,511277.8354,515241.8658,519424.9834,524389.5826,528975.9382,533272.0133,535338.208,535744.1556
2049,14,Tarrant County,county,TX,TX,"Dallas-Fort Worth-Arlington, TX",48,439,205233.8757,206759.3615,208128.6497,209246.0591,210468.5613,211382.1871,212163.8579,212723.1646,213364.6301,214200.1116,215249.2675,216390.2328,217364.1397,218033.5589,218524.1016,219021.9594,219528.8098,220130.7306,220817.3767,221701.7211,222780.7211,223993.5487,225341.7248,226639.7763,227881.3854,228701.8578,228962.3092,229076.3605,229674.4608,231079.5028,233366.5068,236174.9975,239504.1654,242823.8904,246155.3556,249474.9037,253368.9894,257733.2354,262907.9632,268198.3406,272977.9467,276531.4124,279184.7904,282076.476,285904.4416,290287.7903,296347.0648,303604.4107,311997.4499,320273.77,327728.0205,334156.9208,338059.5071,339116.7632,338135.6247,336464.2918,334730.3168,332537.3963,329609.1306,326900.6171,324783.8758,323683.2914,323488.6025,324020.8031,324913.6677,325722.7087,326119.0729,326173.4238,326063.757,325898.2978,325935.2609,326035.5142
386,15,Bexar County,county,TX,TX,"San Antonio-New Braunfels, TX",48,29,178164.6311,178978.8437,179833.6998,180605.0775,181468.1412,182260.6569,182965.9207,183596.6587,184336.5493,185257.4527,186061.0898,186597.8201,186865.962,187122.2765,187508.0016,188021.1131,188538.0734,189215.4761,190007.7469,191033.5342,192130.5454,193257.0263,194387.2933,195487.3529,196422.4034,197010.6917,197256.7649,197468.279,198134.1107,199305.5685,201214.1487,203564.9569,206327.067,208913.5511,211401.9404,213915.2892,216825.8909,220024.6124,223578.0605,227343.1238,230786.1713,233362.6694,235217.0124,237013.7333,239554.2103,242694.024,246972.3087,251770.7041,257001.9817,262093.5785,266678.5745,270542.6102,272965.4344,273779.1906,273292.0388,272577.8163,271916.6378,271425.7203,270831.2393,269791.0413,268633.722,267605.6779,267366.2521,267651.5548,267853.4611,267968.4783,267508.3495,266649.104,265401.3961,263929.6455,262861.5592,262310.7447
3136,16,Santa Clara County,county,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",6,85,1095303.518,1143385.602,1184932.016,1215317.793,1235699.325,1250635.938,1264440.739,1275014.978,1279895.94,1278820.985,1267934.512,1248447.235,1225008.373,1203467.415,1187073.535,1172971.31,1165285.833,1162174.195,1165334.245,1168441.868,1171950.989,1175890.613,1183634.633,1194506.792,1206037.832,1210444.145,1204526.992,1191961.071,1183549.261,1186395.9,1202126.317,1224243.131,1251353.517,1277182.716,1296300.765,1307856.035,1315508.513,1329239.684,1348343.486,1369803.688,1388894.288,1403282.53,1414982.173,1426605.064,1442452.985,1465272.748,1499780.479,1542926.322,1589407.307,1625597.071,1646625.652,1646078.923,1626868.559,1592962.121,1556459.319,1528453.292,1514258.641,1509663.856,1499189.745,1480685.016,1459011.277,1447371.612,1447316.503,1457071.85,1477476.686,1504227.388,1533447.323,1559236.767,1579685.077,1592977.165,1593185.187,1588437.051
1561,17,Broward County,county,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",12,11,251098.0838,251858.3922,253232.503,254549.6159,256307.3284,257977.9804,259551.8339,260887.2571,262653.785,264849.0901,266712.4524,267726.1927,267987.6948,268041.3029,267848.0789,267756.8507,267765.8554,268113.0817,268633.675,269671.3891,271471.4532,273718.793,276202.9081,278128.0051,279562.7157,280149.8102,279922.2308,279488.3735,279738.347,281104.9162,283568.5385,286455.3582,290214.2308,294099.8245,298065.3338,301614.1551,305051.3089,308551.1725,312638.6445,317449.2176,322563.4261,327096.6595,330810.8296,334376.8757,338871.9973,344228.9153,350761.9398,357885.5493,365780.2925,374428.8338,382848.2598,390951.0664,396864.4434,400463.7133,401761.8187,402594.5955,403900.2503,405545.6773,406762.4077,407225.4685,407665.6134,408725.2286,410779.5995,413955.3247,417337.0351,420751.263,423316.68,425610.3096,428096.9191,430656.5298,433074.574,434837.824
791,18,Wayne County,county,MI,MI,"Detroit-Warren-Dearborn, MI",26,163,97263.0034,98681.05357,100072.2629,100877.4583,101868.9098,102543.3033,103259.8949,103462.5434,104003.5369,104830.953,106229.9059,107716.4187,109308.567,110741.2145,112118.8053,113356.5048,114118.2112,114419.5557,114076.9407,113819.8938,113701.7678,113916.321,114320.9446,115072.8183,116207.3666,117721.151,118853.1719,119292.6161,119240.2702,119432.9872,120406.9958,121934.0255,123952.4971,126047.4859,128433.5983,130983.5897,133729.0596,136226.3073,138615.5855,140938.8863,142474.4639,142880.9928,142214.5352,141521.1331,141362.8972,141699.6991,143234.6453,145823.3669,148942.4699,151446.4201,153224.3209,154554.1789,155002.9536,154285.2332,152789.5556,151543.5142,150640.55,149941.219,149532.282,149705.1139,150274.4458,150940.7933,151522.7646,152167.8397,152932.8521,153837.7894,154821.6486,155885.7091,156814.547,157542.6782,158050.6974,158844.3766
1510,19,Alameda County,county,CA,CA,"San Francisco-Oakland-Berkeley, CA",6,1,839806.5496,849588.9333,859340.6344,867069.0663,870802.911,873235.3008,874489.5094,876333.2161,876081.5686,874218.8098,870697.261,865976.2045,862017.127,859517.126,857756.0687,856839.4128,856051.4155,856386.605,855918.5589,855855.2897,856466.2568,858167.0933,860430.4421,863808.0918,868296.3339,872474.5593,871609.0957,867438.4113,864392.5752,867594.4644,877362.824,890228.5513,905741.3602,921193.9352,936648.6161,952486.0343,969831.6167,989833.1283,1010832.674,1031591.133,1048625.241,1057632.427,1061051.128,1063378.865,1069583.714,1079247.829,1097908.778,1126280.053,1161706.035,1190673.752,1206688.681,1207323.502,1192944.996,1167637.074,1137945.328,1114257.845,1097553.079,1086645.486,1074927.017,1065079.479,1058439.909,1057511.279,1060981.791,1066590.31,1074562.341,1083506.077,1092735.019,1100476.886,1105074.411,1106208.953,1104664.815,1105078.521
2452,20,New York County,county,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",36,61,1335722.767,1346486.526,1362160.722,1376861.186,1386364.722,1391994.791,1402358.683,1408358.274,1406485.655,1394302.949,1370167.623,1350808.694,1325496.633,1310618.109,1302381.534,1303601.806,1312395.037,1315551.34,1311088.451,1298394.582,1296032.126,1295218.246,1297988.874,1287016.553,1277083.568,1265953.581,1265262.91,1259696.875,1253291.889,1242649.872,1245754.116,1253512.864,1261195.049,1266218.941,1267902.512,1273386.69,1279035.627,1279756.153,1281397.921,1283546.465,1292163.703,1296405.875,1294521.711,1293200.493,1297069.181,1302440.624,1309553.087,1321116.527,1349396.56,1373253.641,1392611.222,1400183.417,1397202.53,1380672.975,1351167.291,1327559.842,1303067.561,1273730.278,1239395.436,1207291.149,1184224.119,1169323.053,1160769.432,1155598.53,1150379.176,1144432.228,1137497.062,1128122.414,1117627.417,1109511.601,1104701.325,1100372.802
2801,21,Middlesex County,county,MA,MA,"Boston-Cambridge-Newton, MA-NH",25,17,531173.9277,535123.2722,538966.0326,542156.3346,545297.2598,547653.3881,549567.8661,549920.7773,549985.7526,549166.4423,548488.4955,548235.7065,549069.557,550820.137,551991.6382,552746.3951,552715.7096,552085.5419,551211.4335,551593.5492,553228.7291,554753.4113,556589.2955,559024.8926,562798.2069,566274.1957,568329.8981,569355.0242,570109.5629,572567.9564,577234.9216,583458.3209,590670.5146,597820.3187,604303.202,610862.6384,617555.4051,625232.7598,633659.5038,642065.9513,648004.331,649838.6699,648820.5091,647828.534,648585.4142,651074.5235,657290.9416,667004.6921,679853.7971,692118.6429,702892.0783,710590.4117,713050.0368,709469.9218,701905.1078,695520.7772,691840.1319,690808.8433,689337.057,688166.8795,688092.8004,692188.6122,699301.7418,708250.8061,716897.0267,724807.861,731416.2539,736617.3121,740616.0172,743490.7243,745833.9168,749255.1881
3175,22,Philadelphia County,county,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42,101,156215.0208,157601.3566,158537.6593,158900.8789,158996.7582,159383.3405,160240.399,161487.5274,162904.0174,164555.4013,166541.3462,168608.1394,170250.3739,171095.7675,171512.9596,171997.3505,172731.485,173694.2565,174734.0106,175999.0515,177576.24,179328.265,181181.4705,183141.2215,185259.216,187262.0282,188301.8453,188067.3971,187557.3746,187625.3706,189077.9047,191282.9005,194336.3256,197376.5855,200174.0828,202710.0063,205306.943,207800.1213,210221.7023,212139.2678,212745.7331,211695.1397,209133.2398,206978.7826,205627.2631,205482.4684,207002.569,209994.6077,213995.2035,217732.7046,220843.3456,223183.496,223764.3351,222793.7821,221269.984,220289.4014,219749.6615,218487.2417,216421.2073,214023.9509,212507.0823,212079.2782,212678.3875,213657.9645,214670.4862,215463.2099,215688.459,215638.9608,215247.2627,215182.5777,215247.6557,215777.5365
3017,23,Sacramento County,county,CA,CA,"Sacramento-Roseville-Folsom, CA",6,67,362990.2713,365162.2229,367420.2788,369406.9052,370789.4822,371341.6655,371515.6717,372000.4244,372491.5096,372962.5648,373671.3367,374772.2414,376411.8052,377754.3819,378734.6879,379356.3952,379939.6568,380595.899,381655.5812,383231.8904,385665.0628,388052.5592,390775.143,393513.8805,396740.9782,399524.2875,400688.5985,400836.9614,401050.1436,402950.0873,406861.1176,412430.5326,419534.2705,427300.1461,435189.1096,443386.0534,451908.4244,461102.437,470704.0089,479849.3891,487898.887,493246.139,496825.9003,499540.2673,503364.4559,508239.555,515771.6489,525198.3614,536429.0446,546214.109,553681.9549,557747.4328,557595.943,552791.5933,544869.9516,536836.9847,529705.2143,522684.726,515159.4958,508997.0251,505500.3476,504739.6625,505464.0345,507488.8734,510582.4793,514222.6485,516679.7211,518220.3022,518997.9862,519522.6296,519819.995,520647.3068
2046,24,Suffolk County,county,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",36,103,400622.9761,401232.2775,404979.8913,409000.9155,413642.2521,417640.1152,421164.6685,423915.1023,426321.0726,428493.8949,431945.1567,436381.6092,441461.3483,445530.327,448327.6933,450593.2301,452594.9744,454530.3417,455165.1963,455348.4635,455611.0251,457616.2593,460504.3961,463475.176,465600.466,467923.6118,470411.3638,471504.7315,470856.5208,469297.9878,469744.7498,472228.5829,476832.1219,483425.5094,490619.1895,498419.3846,505614.032,512640.4058,519567.8427,526194.8421,531418.3335,535391.6223,538209.5367,541658.6814,545832.766,550890.3176,555475.53,559920.6974,564788.3616,570781.1086,576529.792,581788.1957,585841.8613,587101.4406,585770.9776,582869.6529,580202.3513,577205.5151,576978.0288,576071.6686,577818.2127,579232.6331,581736.5558,584001.2252,586894.9301,591302.6722,595673.5959,598854.8552,602275.8574,606912.5904,612085.7365,617954.8159
2993,25,Palm Beach County,county,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",12,99,270556.0963,271683.0161,272776.9346,273567.4731,275095.9096,276561.9543,278010.5698,279107.8171,280290.609,281580.2323,282839.7293,284059.9219,284879.492,285126.0786,284894.9744,284858.2564,285125.1837,285909.4451,286790.3818,287909.2673,289282.9343,290923.892,292990.9588,294882.8774,296484.8923,297063.1639,296606.1415,295903.2727,295923.1668,297482.0389,300362.6251,303777.2213,307743.7745,311658.9434,315722.958,319585.1579,323727.0409,328501.011,334580.9744,342042.1999,349851.4869,357038.2844,363348.2312,369362.4439,375682.7855,382349.7048,390703.6636,400365.7082,412268.3752,425122.1606,438076.9257,449218.5705,456541.5314,459938.3432,460098.6569,459624.77,459028.6779,458594.2729,457686.7026,456846.0204,456590.4104,457098.4888,458908.0275,461653.0939,464479.3979,466897.3253,468740.134,470924.7888,473024.0219,474868.7187,476164.9579,477313.1411
401,26,Bronx County,county,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",36,5,477963.7736,476870.4797,478337.1585,479630.7885,481658.5937,486579.6407,496681.0729,505408.4361,510637.7328,511079.0661,512185.5232,512391.2194,510268.3872,511844.1574,514432.7702,520024.7055,519746.2415,519870.3621,518599.5033,517677.3409,521858.405,529146.0905,533976.9878,527983.2111,516628.0402,508954.772,506511.8073,503696.8792,503220.4462,503562.6169,509588.5886,515237.4466,518844.4193,521223.1438,524103.8437,527841.6846,532428.616,531845.4922,531673.2397,527783.9778,524691.4698,517553.9959,509046.8709,506283.9086,507228.8192,509403.9316,506712.6456,504699.039,504379.3524,506085.4384,504755.1107,502718.9681,496589.8673,488218.0098,477119.419,470406.9652,466992.4584,463115.9293,454883.1545,445055.8721,437793.3583,434926.302,434753.0345,435508.8186,435792.5661,435665.4283,435050.5392,432622.6188,429066.5724,426029.0844,425759.3917,427660.3921
3165,27,Hillsborough County,county,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",12,57,215591.4863,217051.0416,218187.3246,218913.8897,219830.0614,220829.6296,221936.5861,222723.3623,223687.2947,224832.29,226094.6683,227127.2942,227657.3963,228038.103,228307.8491,228888.2582,229529.3959,230340.1943,230972.2546,231749.8871,232816.4925,234327.8887,236350.723,238317.0092,240022.6297,241053.7043,241611.3713,242116.6995,243059.0509,244829.0868,247446.727,250526.8626,254101.7282,257854.8133,261972.7045,266452.8082,271423.4781,276621.0065,282403.7722,288836.1944,295339.4672,301013.8227,305696.3318,310361.6126,315727.073,321704.4911,329304.4752,338333.3405,349187.1824,360699.639,371683.2535,381006.991,387207.2359,390023.7308,389769.7568,388035.1018,385557.14,382736.9829,379488.6141,376670.0261,374948.0246,374464.4727,375189.7078,376861.8896,378716.5897,380521.497,381856.6749,383078.737,383926.9181,384752.7611,385446.8499,386457.6432
